ID;Actif (0/1);Nom;Catégories (x,y,z...);Prix de vente TTC;ID règles de taxes;Prix d'achat;Référence;fournisseur;Fabricant;EAN-13;Quantité;
2166;0;Bulgari 0BV8208 54564Z;82,69;219;1;135.33;0BV8208 54564Z;3;30;8053672904352;10;
2167;0;Bulgari 0BV8208 545585;82,69;219;1;135.33;0BV8208 545585;3;30;8053672904376;10;
2168;0;Bulgari 0BV5031TG 408887;82,68;1069;1;666.67;0BV5031TG 408887;3;30;8053672289954;10;
2169;0;Bulgari 0BV7021 530987;82,68;169;1;106.17;0BV7021 530987;3;30;8053672322385;10;
2170;0;Bulgari 0BV5035TK 395/81;82,68;639;1;400;0BV5035TK 395/81;3;30;8053672433517;10;
2171;0;Bulgari 0BV8161B 501/8G;82,69;159;1;97.83;0BV8161B 501/8G;3;30;8053672414868;10;
2172;0;Bulgari 0BV6078KB 395/T3;82,69;439;1;275;0BV6078KB 395/T3;3;30;8053672441635;10;
2173;0;Bulgari 0BV5037 400/6G;82,68;169;1;106.17;0BV5037 400/6G;3;30;8053672471618;10;
2174;0;Bulgari 0BV8169Q 977/13;82,69;199;1;127;0BV8169Q 977/13;3;30;8053672702866;10;
2175;0;Bulgari 0BV6082 376/5A;82,69;149;1;95.83;0BV6082 376/5A;3;30;8053672547436;10;
2176;0;Bulgari 0BV6082 376/8G;82,69;159;1;97.83;0BV6082 376/8G;3;30;8053672547405;10;
2177;0;Bulgari 0BV8171B 53908G;82,69;189;1;118.67;0BV8171B 53908G;3;30;8053672547177;10;
2178;0;Bulgari 0BV6083 20188G;82,69;169;1;106.17;0BV6083 20188G;3;30;8053672596229;10;
2179;0;Bulgari 0BV6083 20206J;82,69;169;1;106.17;0BV6083 20206J;3;30;8053672596243;10;
2180;0;Bulgari 0BV8176B 504/13;82,69;189;1;118.67;0BV8176B 504/13;3;30;8053672594379;10;
2181;0;Bulgari 0BV8177 504/13;82,69;169;1;106.17;0BV8177 504/13;3;30;8053672594515;10;
2182;0;Bulgari 0BV8178 11177E;82,69;169;1;106.17;0BV8178 11177E;3;30;8053672595291;10;
2183;0;Bulgari 0BV8182B 11215A;82,69;319;1;200;0BV8182B 11215A;3;30;8053672762938;10;
2184;0;Bulgari 0BV8184B 53768G;82,69;199;1;127;0BV8184B 53768G;3;30;8053672652086;10;
2185;0;Bulgari 0BV6086B 20148G;82,69;189;1;118.67;0BV6086B 20148G;3;30;8053672640298;10;
2186;0;Bulgari 0BV8188B 504/13;82,69;219;1;135.33;0BV8188B 504/13;3;30;8053672703139;10;
2187;0;Bulgari 0BV6095 20274Z;82,69;219;1;135.33;0BV6095 20274Z;3;30;8053672750645;10;
2188;0;Bulgari 0BV8194BF 504/13;82,69;189;1;118.67;0BV8194BF 504/13;3;30;8053672770513;10;
2189;0;Bulgari 0BV8190KB 5195T3;82,69;539;1;340;0BV8190KB 5195T3;3;30;8053672775945;10;
2190;0;Bulgari 0BV5040K 200681;82,68;539;1;340;0BV5040K 200681;3;30;8053672770773;10;
2191;0;Bulgari 0BV6096 20204L;82,69;189;1;118.67;0BV6096 20204L;3;30;8053672776560;10;
2192;0;Bulgari 0BV6092B 20148G;82,69;239;1;147.83;0BV6092B 20148G;3;30;8053672768794;10;
2193;0;Bulgari 0BV5042 195/87;82,68;189;1;118.67;0BV5042 195/87;3;30;8053672768350;10;
2194;0;Bulgari 0BV6094B 201413;82,69;239;1;147.83;0BV6094B 201413;3;30;8053672768947;10;
2195;0;Bulgari 0BV8194B 54328H;82,69;189;1;118.67;0BV8194B 54328H;3;30;8053672767995;10;
2196;0;Bulgari 0BV6099 201318;82,69;219;1;135.33;0BV6099 201318;3;30;8053672813166;10;
2197;0;Bulgari 0BV8199B 54383B;82,69;219;1;135.33;0BV8199B 54383B;3;30;8053672826418;10;
2198;0;Bulgari 0BV8198B 54408G;82,69;319;1;200;0BV8198B 54408G;3;30;8053672814675;10;
2199;0;Bulgari 0BV7031 501/81;82,68;239;1;147.83;0BV7031 501/81;3;30;8053672812879;10;
2200;0;Bulgari 0BV5043TK 200681;82,68;659;1;415;0BV5043TK 200681;3;30;8053672816693;10;
2201;0;Bulgari 0BV6097KB 395/T3;82,69;539;1;340;0BV6097KB 395/T3;3;30;8053672816785;10;
2202;0;Bulgari 0BV8195KB 5195T3;82,69;539;1;340;0BV8195KB 5195T3;3;30;8053672816815;10;
2203;0;Bulgari 0BV6103 20374Z;82,69;219;1;135.33;0BV6103 20374Z;3;30;8053672857788;10;
2204;0;Bulgari 0BV6105B 20148H;82,69;169;1;106.17;0BV6105B 20148H;3;30;8053672887433;10;
2205;0;Bulgari 0BV8206 501/T3;82,69;239;1;147.83;0BV8206 501/T3;3;30;8053672904192;10;
2206;0;Bulgari 0BV7032 53134Z;82,68;189;1;118.67;0BV7032 53134Z;3;30;8053672904253;10;
2207;0;Bulgari 0BV6106B 20144Z;82,69;219;1;135.33;0BV6106B 20144Z;3;30;8053672904734;10;
2208;0;Bulgari 0BV6109 128/87;82,69;219;1;135.33;0BV6109 128/87;3;30;8053672904888;10;
2209;0;Bulgari 0BV6108 20148H;82,69;219;1;135.33;0BV6108 20148H;3;30;8053672902891;10;
2210;0;Bulgari 0BV8207B 54494Z;82,69;219;1;135.33;0BV8207B 54494Z;3;30;8053672904178;10;
2211;0;Bulgari 0BV6053BM 376/8D;82,69;179;1;114.5;0BV6053BM 376/8D;3;30;8053672480177;10;
2212;0;Bulgari 0BV8120B 501/8G;82,69;169;1;106.17;0BV8120B 501/8G;3;30;8053672080650;10;
2213;0;Bulgari 0BV8141K 519313;82,69;439;1;275;0BV8141K 519313;3;30;8053672289350;10;
2214;0;Bulgari 0BV5034K 393/83;82,68;439;1;275;0BV5034K 393/83;3;30;8053672433418;10;
2215;0;Bulgari 0BV5036K 395/81;82,68;319;1;202;0BV5036K 395/81;3;30;8053672433364;10;
2216;0;Bulgari 0BV8161B 53634L;82,69;149;1;95.83;0BV8161B 53634L;3;30;8053672414882;10;
2217;0;Bulgari 0BV8171B 53838G;82,69;189;1;118.67;0BV8171B 53838G;3;30;8053672547146;10;
2218;0;Bulgari 0BV8173B 53998G;82,69;199;1;127;0BV8173B 53998G;3;30;8053672593822;10;
2219;0;Bulgari 0BV8179KB 519562;82,69;439;1;275;0BV8179KB 519562;3;30;8053672615661;10;
2220;0;Bulgari 0BV8181B 54178G;82,69;259;1;160.33;0BV8181B 54178G;3;30;8053672640625;10;
2221;0;Bulgari 0BV8181B 54198G;82,69;259;1;160.33;0BV8181B 54198G;3;30;8053672640656;10;
2222;0;Bulgari 0BV7029 501/4Z;82,68;189;1;118.67;0BV7029 501/4Z;3;30;8053672640366;10;
2223;0;Bulgari 0BV7029 531387;82,68;189;1;118.67;0BV7029 531387;3;30;8053672640328;10;
2224;0;Bulgari 0BV5039K 200781;82,68;659;1;415;0BV5039K 200781;3;30;8053672651973;10;
2225;0;Bulgari 0BV5039K 395/81;82,68;659;1;415;0BV5039K 395/81;3;30;8053672651966;10;
2226;0;Bulgari 0BV6087B 20373B;82,69;219;1;135.33;0BV6087B 20373B;3;30;8053672857320;10;
2227;0;Bulgari 0BV6089 20134Z;82,69;189;1;118.67;0BV6089 20134Z;3;30;8053672703337;10;
2228;0;Bulgari 0BV6095 202555;82,69;219;1;135.33;0BV6095 202555;3;30;8053672750621;10;
2229;0;Bulgari 0BV8191 11215A;82,69;219;1;135.33;0BV8191 11215A;3;30;8053672768237;10;
2230;0;Bulgari 0BV8194BF 54328H;82,69;189;1;118.67;0BV8194BF 54328H;3;30;8053672770520;10;
2231;0;Bulgari 0BV6091B 20146F;82,69;169;1;106.17;0BV6091B 20146F;3;30;8053672768428;10;
2232;0;Bulgari 0BV8194B 53768G;82,69;189;1;118.67;0BV8194B 53768G;3;30;8053672857283;10;
2233;0;Bulgari 0BV5044 20134Z;82,68;169;1;106.17;0BV5044 20134Z;3;30;8053672812978;10;
2234;0;Bulgari 0BV5044 202273;82,68;169;1;106.17;0BV5044 202273;3;30;8053672812954;10;
2235;0;Bulgari 0BV6099 20144Z;82,69;219;1;135.33;0BV6099 20144Z;3;30;8053672813128;10;
2236;0;Bulgari 0BV8199BF 504/13;82,69;219;1;135.33;0BV8199BF 504/13;3;30;8053672826432;10;
2237;0;Bulgari 0BV8199B 54128G;82,69;219;1;135.33;0BV8199B 54128G;3;30;8053672826401;10;
2238;0;Bulgari 0BV8198B 54423B;82,69;319;1;200;0BV8198B 54423B;3;30;8053672814699;10;
2239;0;Bulgari 0BV7031 531387;82,68;219;1;135.33;0BV7031 531387;3;30;8053672812893;10;
2240;0;Bulgari 0BV8196B 501/8G;82,69;239;1;147.83;0BV8196B 501/8G;3;30;8053672812251;10;
2241;0;Bulgari 0BV8197 536213;82,69;189;1;118.67;0BV8197 536213;3;30;8053672812855;10;
2242;0;Bulgari 0BV6103 20288G;82,69;219;1;135.33;0BV6103 20288G;3;30;8053672857764;10;
2243;0;Bulgari 0BV6102B 20146F;82,69;219;1;135.33;0BV6102B 20146F;3;30;8053672857719;10;
2244;0;Bulgari 0BV6102B 278/13;82,69;219;1;135.33;0BV6102B 278/13;3;30;8053672857696;10;
2245;0;Bulgari 0BV6102B 20373B;82,69;219;1;135.33;0BV6102B 20373B;3;30;8053672857733;10;
2246;0;Bulgari 0BV8201B 53768G;82,69;199;1;127;0BV8201B 53768G;3;30;8053672857528;10;
2247;0;Bulgari 0BV8201B 504/13;82,69;199;1;127;0BV8201B 504/13;3;30;8053672857511;10;
2248;0;Bulgari 0BV6105B 278/3B;82,69;169;1;106.17;0BV6105B 278/3B;3;30;8053672887464;10;
2249;0;Bulgari 0BV8204B 504/T5;82,69;239;1;147.83;0BV8204B 504/T5;3;30;8053672904093;10;
2250;0;Bulgari 0BV6107 20478G;82,69;219;1;135.33;0BV6107 20478G;3;30;8053672904796;10;
2251;0;Bulgari 0BV6107 204985;82,69;219;1;135.33;0BV6107 204985;3;30;8053672904833;10;
2252;0;Bulgari 0BV6109 278/8G;82,69;219;1;135.33;0BV6109 278/8G;3;30;8053672904901;10;
2253;0;Bulgari 0BV6108 278/13;82,69;219;1;135.33;0BV6108 278/13;3;30;8053672902877;10;
2254;0;Bulgari 0BV8207B 545013;82,69;219;1;135.33;0BV8207B 545013;3;30;8053672904185;10;
2255;0;Bulgari 0BV8208 501/8G;82,69;219;1;135.33;0BV8208 501/8G;3;30;8053672904314;10;
2256;0;Bulgari 0BV8134K 740/8H;82,69;399;1;250;0BV8134K 740/8H;3;30;8053672179101;10;
2257;0;Bulgari 0BV5031TG 408173;82,68;1069;1;666.67;0BV5031TG 408173;3;30;8053672289947;10;
2258;0;Bulgari 0BV5032TK 393/T5;82,68;639;1;400;0BV5032TK 393/T5;3;30;8053672289329;10;
2259;0;Bulgari 0BV8144B 501/8G;82,69;199;1;125;0BV8144B 501/8G;3;30;8053672313772;10;
2260;0;Bulgari 0BV5033 400/80;82,68;199;1;127;0BV5033 400/80;3;30;8053672322842;10;
2261;0;Bulgari 0BV8164B 501/8G;82,69;159;1;102;0BV8164B 501/8G;3;30;8053672471717;10;
2262;0;Bulgari 0BV7028K 528683;82,68;319;1;202;0BV7028K 528683;3;30;8053672615616;10;
2263;0;Bulgari 0BV8182B 11198G;82,69;319;1;200;0BV8182B 11198G;3;30;8053672640700;10;
2264;0;Bulgari 0BV8184B 504/13;82,69;199;1;127;0BV8184B 504/13;3;30;8053672652062;10;
2265;0;Bulgari 0BV8185B 54128G;82,69;219;1;135.33;0BV8185B 54128G;3;30;8053672640717;10;
2266;0;Bulgari 0BV8185B 501/8G;82,69;219;1;135.33;0BV8185B 501/8G;3;30;8053672812633;10;
2267;0;Bulgari 0BV7029 526255;82,68;189;1;118.67;0BV7029 526255;3;30;8053672762921;10;
2268;0;Bulgari 0BV7030 504/73;82,68;189;1;118.67;0BV7030 504/73;3;30;8053672640397;10;
2269;0;Bulgari 0BV6085B 20206J;82,69;199;1;127;0BV6085B 20206J;3;30;8053672640441;10;
2270;0;Bulgari 0BV6088 20206J;82,69;239;1;147.83;0BV6088 20206J;3;30;8053672703306;10;
2271;0;Bulgari 0BV8189 897/5A;82,69;199;1;127;0BV8189 897/5A;3;30;8053672703191;10;
2272;0;Bulgari 0BV6089 128/6G;82,69;189;1;118.67;0BV6089 128/6G;3;30;8053672703375;10;
2273;0;Bulgari 0BV6089 202218;82,69;189;1;118.67;0BV6089 202218;3;30;8053672812824;10;
2274;0;Bulgari 0BV6096 20288G;82,69;189;1;118.67;0BV6096 20288G;3;30;8053672776546;10;
2275;0;Bulgari 0BV6091B 20148G;82,69;169;1;106.17;0BV6091B 20148G;3;30;8053672768398;10;
2276;0;Bulgari 0BV6092B 278/8G;82,69;239;1;147.83;0BV6092B 278/8G;3;30;8053672768787;10;
2277;0;Bulgari 0BV6094B 278/5A;82,69;239;1;147.83;0BV6094B 278/5A;3;30;8053672768954;10;
2278;0;Bulgari 0BV8199B 504/13;82,69;219;1;135.33;0BV8199B 504/13;3;30;8053672826395;10;
2279;0;Bulgari 0BV6101B 20148G;82,69;239;1;147.83;0BV6101B 20148G;3;30;8053672813012;10;
2280;0;Bulgari 0BV6098 20188G;82,69;219;1;135.33;0BV6098 20188G;3;30;8053672813067;10;
2281;0;Bulgari 0BV6098 202218;82,69;219;1;135.33;0BV6098 202218;3;30;8053672813081;10;
2282;0;Bulgari 0BV7031 504/73;82,68;219;1;135.33;0BV7031 504/73;3;30;8053672812886;10;
2283;0;Bulgari 0BV8197 501/8G;82,69;189;1;118.67;0BV8197 501/8G;3;30;8053672812831;10;
2284;0;Bulgari 0BV8197 504/T5;82,69;209;1;131.17;0BV8197 504/T5;3;30;8053672812848;10;
2285;0;Bulgari 0BV5043TK 204081;82,68;659;1;415;0BV5043TK 204081;3;30;8053672816679;10;
2286;0;Bulgari 0BV8201B 536213;82,69;199;1;127;0BV8201B 536213;3;30;8053672857535;10;
2287;0;Bulgari 0BV8203 54474Z;82,69;219;1;135.33;0BV8203 54474Z;3;30;8053672857665;10;
2288;0;Bulgari 0BV8201BF 504/13;82,69;199;1;127;0BV8201BF 504/13;3;30;8053672868296;10;
2289;0;Bulgari 0BV7032 544881;82,68;209;1;131.17;0BV7032 544881;3;30;8053672904239;10;
2290;0;Bulgari 0BV5045 202273;82,68;169;1;106.17;0BV5045 202273;3;30;8053672904642;10;
2291;0;Bulgari 0BV6109 205172;82,69;219;1;135.33;0BV6109 205172;3;30;8053672904963;10;
2292;0;Bulgari 0BV6053BM 278/T5;82,69;199;1;127;0BV6053BM 278/T5;3;30;8053672480184;10;
2293;0;Bulgari 0BV8159BQ 901/8G;82,69;199;1;125;0BV8159BQ 901/8G;3;30;8053672415551;10;
2294;0;Bulgari 0BV6077B 376/8G;82,69;179;1;110.33;0BV6077B 376/8G;3;30;8053672415049;10;
2295;0;Bulgari 0BV8164B 504/13;82,69;159;1;102;0BV8164B 504/13;3;30;8053672471724;10;
2296;0;Bulgari 0BV8163B 53858G;82,69;169;1;104.17;0BV8163B 53858G;3;30;8053672461732;10;
2297;0;Bulgari 0BV8170 536213;82,69;169;1;106.17;0BV8170 536213;3;30;8053672547061;10;
2298;0;Bulgari 0BV6082 278/3B;82,69;159;1;97.83;0BV6082 278/3B;3;30;8053672812725;10;
2299;0;Bulgari 0BV8174B 504/T5;82,69;219;1;139.5;0BV8174B 504/T5;3;30;8053672594034;10;
2300;0;Bulgari 0BV7027 539473;82,68;169;1;106.17;0BV7027 539473;3;30;8053672595185;10;
2301;0;Bulgari 0BV7028K 528581;82,68;319;1;202;0BV7028K 528581;3;30;8053672615593;10;
2302;0;Bulgari 0BV8181B 535313;82,69;259;1;160.33;0BV8181B 535313;3;30;8053672640632;10;
2303;0;Bulgari 0BV8182B 977/13;82,69;319;1;200;0BV8182B 977/13;3;30;8053672640687;10;
2304;0;Bulgari 0BV8180B 501/8G;82,69;239;1;147.83;0BV8180B 501/8G;3;30;8053672640205;10;
2305;0;Bulgari 0BV8180B 53623B;82,69;239;1;147.83;0BV8180B 53623B;3;30;8053672812688;10;
2306;0;Bulgari 0BV7029 541183;82,68;209;1;131.17;0BV7029 541183;3;30;8053672640373;10;
2307;0;Bulgari 0BV6085B 20238G;82,69;199;1;127;0BV6085B 20238G;3;30;8053672640427;10;
2308;0;Bulgari 0BV6085B 278/13;82,69;199;1;127;0BV6085B 278/13;3;30;8053672640410;10;
2309;0;Bulgari 0BV5039K 393/83;82,68;659;1;415;0BV5039K 393/83;3;30;8053672651959;10;
2310;0;Bulgari 0BV6087B 20144Z;82,69;219;1;135.33;0BV6087B 20144Z;3;30;8053672707878;10;
2311;0;Bulgari 0BV6087B 20238G;82,69;219;1;135.33;0BV6087B 20238G;3;30;8053672703276;10;
2312;0;Bulgari 0BV6088 20144Z;82,69;239;1;147.83;0BV6088 20144Z;3;30;8053672703313;10;
2313;0;Bulgari 0BV6088 20188G;82,69;239;1;147.83;0BV6088 20188G;3;30;8053672703283;10;
2314;0;Bulgari 0BV8188B 501/8G;82,69;219;1;135.33;0BV8188B 501/8G;3;30;8053672703122;10;
2315;0;Bulgari 0BV8188B 54294Z;82,69;219;1;135.33;0BV8188B 54294Z;3;30;8053672703146;10;
2316;0;Bulgari 0BV8189 54267E;82,69;199;1;127;0BV8189 54267E;3;30;8053672703184;10;
2317;0;Bulgari 0BV8191 901/6G;82,69;219;1;135.33;0BV8191 901/6G;3;30;8053672768251;10;
2318;0;Bulgari 0BV6093 278/87;82,69;199;1;127;0BV6093 278/87;3;30;8053672768886;10;
2319;0;Bulgari 0BV5040K 393/83;82,68;539;1;340;0BV5040K 393/83;3;30;8053672770766;10;
2320;0;Bulgari 0BV5041 195/55;82,68;189;1;118.67;0BV5041 195/55;3;30;8053672768336;10;
2321;0;Bulgari 0BV5041 195/87;82,68;189;1;118.67;0BV5041 195/87;3;30;8053672768312;10;
2322;0;Bulgari 0BV5041 202283;82,68;209;1;131.17;0BV5041 202283;3;30;8053672768329;10;
2323;0;Bulgari 0BV6094B 278/T5;82,69;259;1;160.33;0BV6094B 278/T5;3;30;8053672768930;10;
2324;0;Bulgari 0BV8193B 54321A;82,69;189;1;118.67;0BV8193B 54321A;3;30;8053672768046;10;
2325;0;Bulgari 0BV8194B 501/8G;82,69;189;1;118.67;0BV8194B 501/8G;3;30;8053672767971;10;
2326;0;Bulgari 0BV6103 201318;82,69;219;1;135.33;0BV6103 201318;3;30;8053672857757;10;
2327;0;Bulgari 0BV6104 20238G;82,69;219;1;135.33;0BV6104 20238G;3;30;8053672857825;10;
2328;0;Bulgari 0BV6104 20461A;82,69;219;1;135.33;0BV6104 20461A;3;30;8053672857856;10;
2329;0;Bulgari 0BV6104 201318;82,69;219;1;135.33;0BV6104 201318;3;30;8053672857849;10;
2330;0;Bulgari 0BV8202B 54423B;82,69;239;1;147.83;0BV8202B 54423B;3;30;8053672857580;10;
2331;0;Bulgari 0BV8206 53768G;82,69;219;1;135.33;0BV8206 53768G;3;30;8053672904215;10;
2332;0;Bulgari 0BV8205KB 5195T3;82,69;539;1;340;0BV8205KB 5195T3;3;30;8053672905199;10;
2333;0;Bulgari 0BV6106B 20338G;82,69;219;1;135.33;0BV6106B 20338G;3;30;8053672904697;10;