"id";"Image";"Nom";"Référence";"Catégorie";"Prix de base";"Prix final";"Quantité";"État";
"1477";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV6095 203013";"0BV6095 203013";"Bulgari";"182.500000";"219";"10";"0";
"1657";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV8191 11215A";"0BV8191 11215A";"Bulgari";"182.500000";"219";"10";"0";
"1541";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV7032 526287";"0BV7032 526287";"Bulgari";"157.500000";"189";"10";"0";
"1721";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV8159BQ 901/8G";"0BV8159BQ 901/8G";"Bulgari";"165.833333";"199";"10";"0";
"1485";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV8193B 54315A";"0BV8193B 54315A";"Bulgari";"157.500000";"189";"10";"0";
"1665";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV8199B 54128G";"0BV8199B 54128G";"Bulgari";"182.500000";"219";"10";"0";
"1429";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV8141K 523513";"0BV8141K 523513";"Bulgari";"315.833333";"379";"10";"0";
"1729";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV7028K 528581";"0BV7028K 528581";"Bulgari";"265.833333";"319";"10";"0";
"1493";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV8196B 54268H";"0BV8196B 54268H";"Bulgari";"199.166667";"239";"10";"0";
"1673";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV6102B 20373B";"0BV6102B 20373B";"Bulgari";"182.500000";"219";"10";"0";
"1437";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV8187KB 5193T5";"0BV8187KB 5193T5";"Bulgari";"449.166667";"539";"10";"0";
"1737";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV5039K 393/83";"0BV5039K 393/83";"Bulgari";"549.166667";"659";"10";"0";
"1501";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV5046TK 200681";"0BV5046TK 200681";"Bulgari";"549.166667";"659";"10";"0";
"1681";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV6108 278/13";"0BV6108 278/13";"Bulgari";"182.500000";"219";"10";"0";
"1445";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV6094B 20148G";"0BV6094B 20148G";"Bulgari";"199.166667";"239";"10";"0";
"1745";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV8191 901/6G";"0BV8191 901/6G";"Bulgari";"182.500000";"219";"10";"0";
"1509";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV8163B 53528G";"0BV8163B 53528G";"Bulgari";"140.833333";"169";"10";"0";
"1689";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV8164B 501/8G";"0BV8164B 501/8G";"Bulgari";"132.500000";"159";"10";"0";
"1453";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV8203 544584";"0BV8203 544584";"Bulgari";"182.500000";"219";"10";"0";
"1753";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV8194B 501/8G";"0BV8194B 501/8G";"Bulgari";"157.500000";"189";"10";"0";
"1517";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV7027 526271";"0BV7027 526271";"Bulgari";"140.833333";"169";"10";"0";
"1697";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV6085B 20206J";"0BV6085B 20206J";"Bulgari";"165.833333";"199";"10";"0";
"1461";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV8150B 504/13";"0BV8150B 504/13";"Bulgari";"140.833333";"169";"10";"0";
"1761";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV6106B 20338G";"0BV6106B 20338G";"Bulgari";"182.500000";"219";"10";"0";
"1525";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV8189 504/13";"0BV8189 504/13";"Bulgari";"165.833333";"199";"10";"0";
"1705";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV6094B 278/5A";"0BV6094B 278/5A";"Bulgari";"199.166667";"239";"10";"0";
"1469";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV8184B 51454L";"0BV8184B 51454L";"Bulgari";"165.833333";"199";"10";"0";
"1652";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV5039K 200781";"0BV5039K 200781";"Bulgari";"549.166667";"659";"10";"0";
"1596";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV5031TG 408887";"0BV5031TG 408887";"Bulgari";"890.833333";"1069";"10";"0";
"1604";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV6082 376/8G";"0BV6082 376/8G";"Bulgari";"132.500000";"159";"10";"0";
"1548";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV5046TK 203983";"0BV5046TK 203983";"Bulgari";"549.166667";"659";"10";"0";
"1612";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV8184B 53768G";"0BV8184B 53768G";"Bulgari";"165.833333";"199";"10";"0";
"1556";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV6083 203013";"0BV6083 203013";"Bulgari";"140.833333";"169";"10";"0";
"1620";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV6092B 20148G";"0BV6092B 20148G";"Bulgari";"199.166667";"239";"10";"0";
"1564";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV6089 20288G";"0BV6089 20288G";"Bulgari";"157.500000";"189";"10";"0";
"1628";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV5043TK 200681";"0BV5043TK 200681";"Bulgari";"549.166667";"659";"10";"0";
"1572";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV5042 20134Z";"0BV5042 20134Z";"Bulgari";"157.500000";"189";"10";"0";
"1636";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV6109 128/87";"0BV6109 128/87";"Bulgari";"182.500000";"219";"10";"0";
"1580";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV8196B 504/13";"0BV8196B 504/13";"Bulgari";"199.166667";"239";"10";"0";
"1644";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV8161B 53634L";"0BV8161B 53634L";"Bulgari";"124.166667";"149";"10";"0";
"1588";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV8204B 536213";"0BV8204B 536213";"Bulgari";"182.500000";"219";"10";"0";
"1472";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV7030 501/81";"0BV7030 501/81";"Bulgari";"174.166667";"209";"10";"0";
"1536";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV7031 526271";"0BV7031 526271";"Bulgari";"182.500000";"219";"10";"0";
"1716";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV8201BF 504/13";"0BV8201BF 504/13";"Bulgari";"165.833333";"199";"10";"0";
"1480";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV6093 20321A";"0BV6093 20321A";"Bulgari";"165.833333";"199";"10";"0";
"1660";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV8194B 53768G";"0BV8194B 53768G";"Bulgari";"157.500000";"189";"10";"0";
"1724";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV8163B 53858G";"0BV8163B 53858G";"Bulgari";"140.833333";"169";"10";"0";
"1488";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV6099 202290";"0BV6099 202290";"Bulgari";"182.500000";"219";"10";"0";
"1668";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV8196B 501/8G";"0BV8196B 501/8G";"Bulgari";"199.166667";"239";"10";"0";
"1432";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV8169Q 901/8G";"0BV8169Q 901/8G";"Bulgari";"165.833333";"199";"10";"0";
"1732";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV8180B 501/8G";"0BV8180B 501/8G";"Bulgari";"199.166667";"239";"10";"0";
"1496";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV8202B 54268G";"0BV8202B 54268G";"Bulgari";"199.166667";"239";"10";"0";
"1676";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV6105B 278/3B";"0BV6105B 278/3B";"Bulgari";"140.833333";"169";"10";"0";
"1440";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV6089 202255";"0BV6089 202255";"Bulgari";"157.500000";"189";"10";"0";
"1740";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV6088 20144Z";"0BV6088 20144Z";"Bulgari";"199.166667";"239";"10";"0";
"1504";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV8134K 504/13";"0BV8134K 504/13";"Bulgari";"332.500000";"399";"10";"0";
"1684";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV8134K 740/8H";"0BV8134K 740/8H";"Bulgari";"332.500000";"399";"10";"0";
"1448";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV5043TK 203983";"0BV5043TK 203983";"Bulgari";"549.166667";"659";"10";"0";
"1748";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV5041 195/55";"0BV5041 195/55";"Bulgari";"157.500000";"189";"10";"0";
"1512";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV6082 278/13";"0BV6082 278/13";"Bulgari";"132.500000";"159";"10";"0";
"1692";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV8184B 504/13";"0BV8184B 504/13";"Bulgari";"165.833333";"199";"10";"0";
"1456";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV6107 20486F";"0BV6107 20486F";"Bulgari";"182.500000";"219";"10";"0";
"1756";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV6104 20461A";"0BV6104 20461A";"Bulgari";"182.500000";"219";"10";"0";
"1520";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV8180B 541313";"0BV8180B 541313";"Bulgari";"199.166667";"239";"10";"0";
"1700";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV6089 128/6G";"0BV6089 128/6G";"Bulgari";"157.500000";"189";"10";"0";
"1464";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV5038 201387";"0BV5038 201387";"Bulgari";"140.833333";"169";"10";"0";
"1708";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV6098 20188G";"0BV6098 20188G";"Bulgari";"182.500000";"219";"10";"0";
"1655";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV6089 20134Z";"0BV6089 20134Z";"Bulgari";"157.500000";"189";"10";"0";
"1599";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV8161B 501/8G";"0BV8161B 501/8G";"Bulgari";"132.500000";"159";"10";"0";
"1543";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV6106B 278/13";"0BV6106B 278/13";"Bulgari";"182.500000";"219";"10";"0";
"1607";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV6083 20206J";"0BV6083 20206J";"Bulgari";"140.833333";"169";"10";"0";
"1551";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV8156B 53528G";"0BV8156B 53528G";"Bulgari";"165.833333";"199";"10";"0";
"1615";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV6095 20274Z";"0BV6095 20274Z";"Bulgari";"182.500000";"219";"10";"0";
"1559";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV8178 977/13";"0BV8178 977/13";"Bulgari";"140.833333";"169";"10";"0";
"1623";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV8194B 54328H";"0BV8194B 54328H";"Bulgari";"157.500000";"189";"10";"0";
"1567";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV8190KB 5412T3";"0BV8190KB 5412T3";"Bulgari";"449.166667";"539";"10";"0";
"1631";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV6103 20374Z";"0BV6103 20374Z";"Bulgari";"182.500000";"219";"10";"0";
"1575";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV8198B 5439T3";"0BV8198B 5439T3";"Bulgari";"282.500000";"339";"10";"0";
"1639";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV6053BM 376/8D";"0BV6053BM 376/8D";"Bulgari";"149.166667";"179";"10";"0";
"1583";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV8203 569/T9";"0BV8203 569/T9";"Bulgari";"182.500000";"219";"10";"0";
"1647";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV8179KB 519562";"0BV8179KB 519562";"Bulgari";"365.833333";"439";"10";"0";
"1591";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV6109 20134Z";"0BV6109 20134Z";"Bulgari";"182.500000";"219";"10";"0";
"1711";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV8197 501/8G";"0BV8197 501/8G";"Bulgari";"157.500000";"189";"10";"0";
"1475";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV8189 501/8G";"0BV8189 501/8G";"Bulgari";"165.833333";"199";"10";"0";
"1539";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV8201B 501/T3";"0BV8201B 501/T3";"Bulgari";"182.500000";"219";"10";"0";
"1719";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV6109 205172";"0BV6109 205172";"Bulgari";"182.500000";"219";"10";"0";
"1483";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV5042 202273";"0BV5042 202273";"Bulgari";"157.500000";"189";"10";"0";
"1663";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV6099 20144Z";"0BV6099 20144Z";"Bulgari";"182.500000";"219";"10";"0";
"1727";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV8174B 504/T5";"0BV8174B 504/T5";"Bulgari";"182.500000";"219";"10";"0";
"1491";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV6098 20134Z";"0BV6098 20134Z";"Bulgari";"182.500000";"219";"10";"0";
"1671";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV6102B 20146F";"0BV6102B 20146F";"Bulgari";"182.500000";"219";"10";"0";
"1435";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV8185B 504/13";"0BV8185B 504/13";"Bulgari";"182.500000";"219";"10";"0";
"1735";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV6085B 20238G";"0BV6085B 20238G";"Bulgari";"165.833333";"199";"10";"0";
"1499";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV8205KB 5193T5";"0BV8205KB 5193T5";"Bulgari";"449.166667";"539";"10";"0";
"1679";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV6107 204985";"0BV6107 204985";"Bulgari";"182.500000";"219";"10";"0";
"1443";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV6091B 278/13";"0BV6091B 278/13";"Bulgari";"140.833333";"169";"10";"0";
"1743";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV8188B 54294Z";"0BV8188B 54294Z";"Bulgari";"182.500000";"219";"10";"0";
"1507";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV6075 2005T3";"0BV6075 2005T3";"Bulgari";"207.500000";"249";"10";"0";
"1687";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV8144B 501/8G";"0BV8144B 501/8G";"Bulgari";"165.833333";"199";"10";"0";
"1451";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV8195KB 5431T5";"0BV8195KB 5431T5";"Bulgari";"449.166667";"539";"10";"0";
"1751";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV6094B 278/T5";"0BV6094B 278/T5";"Bulgari";"215.833333";"259";"10";"0";
"1515";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV6083 20374Z";"0BV6083 20374Z";"Bulgari";"140.833333";"169";"10";"0";
"1695";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV7029 526255";"0BV7029 526255";"Bulgari";"157.500000";"189";"10";"0";
"1759";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV8206 53768G";"0BV8206 53768G";"Bulgari";"182.500000";"219";"10";"0";
"1523";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV6088 202218";"0BV6088 202218";"Bulgari";"199.166667";"239";"10";"0";
"1703";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV6091B 20148G";"0BV6091B 20148G";"Bulgari";"140.833333";"169";"10";"0";
"1467";"http://www.promoslunettes.com/img/p/0.jpg";"Bulgari 0BV8181B 54205A";"0BV8181B 54205A";"Bulgari";"215.833333";"259";"10";"0";
"1529";"http://www.promoslunettes.com/img/p/4/5/0/1/4501.jpg";"Bulgari 0BV6093 20144Z";"0BV6093 20144Z";"Bulgari";"165.833333";"199";"10";"0";
"1530";"http://www.promoslunettes.com/img/p/4/5/0/2/4502.jpg";"Bulgari 0BV8190KB 5193T5";"0BV8190KB 5193T5";"Bulgari";"449.166667";"539";"10";"0";
"1528";"http://www.promoslunettes.com/img/p/4/5/0/0/4500.jpg";"Bulgari 0BV8191 901/8G";"0BV8191 901/8G";"Bulgari";"182.500000";"219";"10";"0";
"1531";"http://www.promoslunettes.com/img/p/4/5/0/3/4503.jpg";"Bulgari 0BV6096 20134Z";"0BV6096 20134Z";"Bulgari";"157.500000";"189";"10";"0";
"1459";"http://www.promoslunettes.com/img/p/4/5/1/0/4510.jpg";"Bulgari 0BV5026K 390/81";"0BV5026K 390/81";"Bulgari";"666.666667";"800";"10";"0";