Id;Caracteristique
1444;Longueur des branches:140mm,Largeur d'un verre:55mm,Largeur du pont:18mm,Largeur totale:268mm,Hauteur d'un verre:50.5mm,Matière:Plastique,Forme:Ronde,Genre:Femme,Couleur:gris_606060
1744;Longueur des branches:140mm,Largeur d'un verre:53mm,Largeur du pont:19mm,Largeur totale:265mm,Hauteur d'un verre:44.1mm,Matière:Plastique,Forme:Ronde,Genre:Femme,Couleur:orange_ED7F10
1508;Longueur des branches:145mm,Largeur d'un verre:55mm,Largeur du pont:19mm,Largeur totale:274mm,Hauteur d'un verre:45.2mm,Matière:Plastique,Forme:Rectangle,Genre:Homme,Couleur:gris_606060
1688;Longueur des branches:145mm,Largeur d'un verre:53mm,Largeur du pont:20mm,Largeur totale:271mm,Hauteur d'un verre:46mm,Matière:Plastique,Forme:Ronde,Genre:Femme,Couleur:gris_606060
1452;Longueur des branches:135mm,Largeur d'un verre:59mm,Largeur du pont:17mm,Largeur totale:270mm,Hauteur d'un verre:51.4mm,Matière:Métal,Forme:Ovale,Genre:Femme,Couleur:marron_582900
1752;Longueur des branches:145mm,Largeur d'un verre:55mm,Largeur du pont:19mm,Largeur totale:274mm,Hauteur d'un verre:48.9mm,Matière:Métal,Forme:Pilote,Genre:Homme,Couleur:gris_606060
1516;Longueur des branches:145mm,Largeur d'un verre:55mm,Largeur du pont:19mm,Largeur totale:274mm,Hauteur d'un verre:48.9mm,Matière:Métal,Forme:Pilote,Genre:Homme,Couleur:gris_606060
1696;Longueur des branches:140mm,Largeur d'un verre:62mm,Largeur du pont:16mm,Largeur totale:280mm,Hauteur d'un verre:51.9mm,Matière:Métal,Forme:Ronde,Genre:Femme,Couleur:marron_582900
1460;Longueur des branches:145mm,Largeur d'un verre:57mm,Largeur du pont:19mm,Largeur totale:278mm,Hauteur d'un verre:48.6mm,Matière:Titane,Forme:Carré,Genre:Homme,Couleur:gris_606060
1760;Longueur des branches:145mm,Largeur d'un verre:57mm,Largeur du pont:19mm,Largeur totale:278mm,Hauteur d'un verre:48.6mm,Matière:Titane,Forme:Carré,Genre:Homme,Couleur:marron_582900
1524;Longueur des branches:145mm,Largeur d'un verre:53mm,Largeur du pont:19mm,Largeur totale:270mm,Hauteur d'un verre:46mm,Matière:Plastique,Forme:Ovale,Genre:Femme,Couleur:marron_582900
1704;Longueur des branches:140mm,Largeur d'un verre:57mm,Largeur du pont:15mm,Largeur totale:269mm,Hauteur d'un verre:48.9mm,Matière:Plastique,Forme:Papillon,Genre:Femme,Couleur:gris_606060
1468;Longueur des branches:140mm,Largeur d'un verre:54mm,Largeur du pont:20mm,Largeur totale:268mm,Hauteur d'un verre:42.2mm,Matière:Plastique,Forme:Papillon,Genre:Femme,Couleur:gris_606060
1651;Longueur des branches:145mm,Largeur d'un verre:60mm,Largeur du pont:14mm,Largeur totale:279mm,Hauteur d'un verre:47.4mm,Matière:Métal,Forme:Pilote,Genre:Homme,Couleur:gris_606060
1595;Longueur des branches:140mm,Largeur d'un verre:56mm,Largeur du pont:17mm,Largeur totale:269mm,Hauteur d'un verre:44.9mm,Matière:Plastique,Forme:Papillon,Genre:Femme,Couleur:Gris_606060
1603;Longueur des branches:140mm,Largeur d'un verre:57mm,Largeur du pont:16mm,Largeur totale:270mm,Hauteur d'un verre:53.7mm,Matière:Plastique,Forme:Papillon,Genre:Femme,Couleur:marron_582900
1547;Longueur des branches:140mm,Largeur d'un verre:56mm,Largeur du pont:17mm,Largeur totale:269mm,Hauteur d'un verre:48.3mm,Matière:Métal,Forme:Pantos,Genre:Femme,Couleur:marron_582900
1611;Longueur des branches:140mm,Largeur d'un verre:56mm,Largeur du pont:17mm,Largeur totale:269mm,Hauteur d'un verre:48.3mm,Matière:Métal,Forme:Pantos,Genre:Femme,Couleur:marron_582900
1555;Longueur des branches:135mm,Largeur d'un verre:57.1mm,Largeur du pont:15mm,Largeur totale:264.2mm,Hauteur d'un verre:48.5mm,Matière:Plastique,Forme:Papillon,Genre:Femme,Couleur:Gris_606060
1619;Longueur des branches:135mm,Largeur d'un verre:57.1mm,Largeur du pont:15mm,Largeur totale:264.2mm,Hauteur d'un verre:48.5mm,Matière:Plastique,Forme:Papillon,Genre:Femme,Couleur:marron_582900
1563;Longueur des branches:135mm,Largeur d'un verre:57.1mm,Largeur du pont:15mm,Largeur totale:264.2mm,Hauteur d'un verre:48.5mm,Matière:Plastique,Forme:Papillon,Genre:Femme,Couleur:marron_582900
1627;Longueur des branches:140mm,Largeur d'un verre:55mm,Largeur du pont:17mm,Largeur totale:267mm,Hauteur d'un verre:49.6mm,Matière:Plastique,Forme:Carré,Genre:Femme,Couleur:gris_606060
1571;Longueur des branches:140mm,Largeur d'un verre:55mm,Largeur du pont:16mm,Largeur totale:266mm,Hauteur d'un verre:43.2mm,Matière:Plastique,Forme:Papillon,Genre:Femme,Couleur:gris_606060
1635;Longueur des branches:140mm,Largeur d'un verre:57mm,Largeur du pont:17mm,Largeur totale:271mm,Hauteur d'un verre:52mm,Matière:Métal,Forme:Ronde,Genre:Femme,Couleur:bleu_0000FF
1579;Longueur des branches:150mm,Largeur d'un verre:54mm,Largeur du pont:20mm,Largeur totale:278mm,Hauteur d'un verre:53.9mm,Matière:Métal,Forme:Ronde,Genre:Femme,Couleur:gris_606060
1643;Longueur des branches:140mm,Largeur d'un verre:55mm,Largeur du pont:18mm,Largeur totale:268mm,Hauteur d'un verre:51mm,Matière:Métal,Forme:Ronde,Genre:Femme,Couleur:gris_606060
1587;Longueur des branches:145mm,Largeur d'un verre:53mm,Largeur du pont:20mm,Largeur totale:271mm,Hauteur d'un verre:49.6mm,Matière:Métal,Forme:Papillon,Genre:Femme,Couleur:gris_606060
1535;Longueur des branches:140mm,Largeur d'un verre:52.2mm,Largeur du pont:21mm,Largeur totale:265.4mm,Hauteur d'un verre:47.3mm,Matière:Plastique,Forme:Ronde,Genre:Femme,Couleur:gris_606060
1715;Longueur des branches:140mm,Largeur d'un verre:55mm,Largeur du pont:19mm,Largeur totale:269mm,Hauteur d'un verre:48mm,Matière:Plastique,Forme:Papillon,Genre:Femme,Couleur:gris_606060
1479;Longueur des branches:145mm,Largeur d'un verre:60mm,Largeur du pont:15mm,Largeur totale:280mm,Hauteur d'un verre:49.4mm,Matière:Métal,Forme:Rectangle,Genre:Homme,Couleur:gris_606060
1659;Longueur des branches:140mm,Largeur d'un verre:58.5mm,Largeur du pont:15mm,Largeur totale:272mm,Hauteur d'un verre:50.2mm,Matière:Métal,Forme:Ronde,Genre:Femme,Couleur:Violet_660099
1723;Longueur des branches:140mm,Largeur d'un verre:61mm,Largeur du pont:17mm,Largeur totale:279mm,Hauteur d'un verre:56.3mm,Matière:Métal,Forme:Ronde,Genre:Femme,Couleur:violet_660099
1487;Longueur des branches:140mm,Largeur d'un verre:61mm,Largeur du pont:17mm,Largeur totale:279mm,Hauteur d'un verre:56.3mm,Matière:Métal,Forme:Ronde,Genre:Femme,Couleur:marron_582900
1667;Longueur des branches:145mm,Largeur d'un verre:50mm,Largeur du pont:22mm,Largeur totale:267mm,Hauteur d'un verre:49.2mm,Matière:Métal,Forme:Ronde,Genre:Homme,Couleur:gris_606060
1431;Longueur des branches:140mm,Largeur d'un verre:54mm,Largeur du pont:20mm,Largeur totale:268mm,Hauteur d'un verre:45.8mm,Matière:Plastique,Forme:Papillon,Genre:Femme,Couleur:gris_606060
1731;Longueur des branches:140mm,Largeur d'un verre:55mm,Largeur du pont:18mm,Largeur totale:268mm,Hauteur d'un verre:52.1mm,Matière:Plastique,Forme:Carré,Genre:Femme,Couleur:gris_606060
1495;Longueur des branches:140mm,Largeur d'un verre:57mm,Largeur du pont:18mm,Largeur totale:272mm,Hauteur d'un verre:51.2mm,Matière:Plastique,Forme:Papillon,Genre:Femme,Couleur:gris_606060
1675;Longueur des branches:140mm,Largeur d'un verre:57mm,Largeur du pont:18mm,Largeur totale:272mm,Hauteur d'un verre:51.2mm,Matière:Plastique,Forme:Papillon,Genre:Femme,Couleur:marron_582900
1439;Longueur des branches:135mm,Largeur d'un verre:60.8mm,Largeur du pont:15mm,Largeur totale:271.6mm,Hauteur d'un verre:55.1mm,Matière:Métal,Forme:Ovale,Genre:Femme,Couleur:rose_FD6C9E
1739;Longueur des branches:135mm,Largeur d'un verre:60.8mm,Largeur du pont:15mm,Largeur totale:271.6mm,Hauteur d'un verre:55.1mm,Matière:Métal,Forme:Ovale,Genre:Femme,Couleur:rose_FD6C9E
1503;Longueur des branches:135mm,Largeur d'un verre:60.8mm,Largeur du pont:15mm,Largeur totale:271.6mm,Hauteur d'un verre:55.1mm,Matière:Métal,Forme:Ovale,Genre:Femme,Couleur:rose_FD6C9E
1683;Longueur des branches:140mm,Largeur d'un verre:53mm,Largeur du pont:22mm,Largeur totale:268mm,Hauteur d'un verre:51.8mm,Matière:Plastique,Forme:Carré,Genre:Femme,Couleur:marron_582900
1447;Longueur des branches:140mm,Largeur d'un verre:59mm,Largeur du pont:17mm,Largeur totale:275mm,Hauteur d'un verre:53.5mm,Matière:Métal,Forme:Ronde,Genre:Femme,Couleur:gris_606060
1747;Longueur des branches:140mm,Largeur d'un verre:54mm,Largeur du pont:20mm,Largeur totale:268mm,Hauteur d'un verre:45mm,Matière:Métal,Forme:Papillon,Genre:Femme,Couleur:gris_606060
1511;Longueur des branches:140mm,Largeur d'un verre:53mm,Largeur du pont:19mm,Largeur totale:265mm,Hauteur d'un verre:44.1mm,Matière:Plastique,Forme:Ronde,Genre:Femme,Couleur:gris_606060
1691;Longueur des branches:140mm,Largeur d'un verre:55mm,Largeur du pont:18mm,Largeur totale:268mm,Hauteur d'un verre:50.5mm,Matière:Plastique,Forme:Ronde,Genre:Femme,Couleur:gris_606060
1455;Longueur des branches:140mm,Largeur d'un verre:62mm,Largeur du pont:16mm,Largeur totale:280mm,Hauteur d'un verre:57.7mm,Matière:Métal,Forme:Carré,Genre:Femme,Couleur:marron_582900
1755;Longueur des branches:140mm,Largeur d'un verre:62mm,Largeur du pont:16mm,Largeur totale:280mm,Hauteur d'un verre:57.7mm,Matière:Métal,Forme:Carré,Genre:Femme,Couleur:gris_606060
1519;Longueur des branches:140mm,Largeur d'un verre:55mm,Largeur du pont:17mm,Largeur totale:267mm,Hauteur d'un verre:46.8mm,Matière:Plastique,Forme:Ovale,Genre:Femme,Couleur:marron_582900
1699;Longueur des branches:145mm,Largeur d'un verre:53mm,Largeur du pont:20mm,Largeur totale:271mm,Hauteur d'un verre:46mm,Matière:Plastique,Forme:Ronde,Genre:Femme,Couleur:marron_582900
1463;Longueur des branches:140mm,Largeur d'un verre:56mm,Largeur du pont:20mm,Largeur totale:272mm,Hauteur d'un verre:51.4mm,Matière:Plastique,Forme:Carré,Genre:Femme,Couleur:gris_606060
1527;Longueur des branches:135mm,Largeur d'un verre:59mm,Largeur du pont:17mm,Largeur totale:270mm,Hauteur d'un verre:51.4mm,Matière:Métal,Forme:Ovale,Genre:Femme,Couleur:rose_FD6C9E
1707;Longueur des branches:140mm,Largeur d'un verre:62mm,Largeur du pont:16mm,Largeur totale:280mm,Hauteur d'un verre:51.9mm,Matière:Métal,Forme:Ronde,Genre:Femme,Couleur:gris_606060
1471;Longueur des branches:140mm,Largeur d'un verre:58mm,Largeur du pont:16mm,Largeur totale:272mm,Hauteur d'un verre:52.6mm,Matière:Métal,Forme:Ovale,Genre:Femme,Couleur:gris_606060
1654;Longueur des branches:145mm,Largeur d'un verre:53mm,Largeur du pont:19mm,Largeur totale:270mm,Hauteur d'un verre:46mm,Matière:Plastique,Forme:Ovale,Genre:Femme,Couleur:gris_606060
1598;Longueur des branches:140mm,Largeur d'un verre:56mm,Largeur du pont:17mm,Largeur totale:269mm,Hauteur d'un verre:44.3mm,Matière:Plastique,Forme:Papillon,Genre:Femme,Couleur:gris_606060
1542;Longueur des branches:140mm,Largeur d'un verre:56mm,Largeur du pont:17mm,Largeur totale:269mm,Hauteur d'un verre:44.3mm,Matière:Plastique,Forme:Papillon,Genre:Femme,Couleur:jaune_FFFF00
1606;Longueur des branches:140mm,Largeur d'un verre:58mm,Largeur du pont:17mm,Largeur totale:273mm,Hauteur d'un verre:43.6mm,Matière:Métal,Forme:Rectangle,Genre:Homme,Couleur:gris_606060
1550;Longueur des branches:135mm,Largeur d'un verre:59mm,Largeur du pont:16mm,Largeur totale:269mm,Hauteur d'un verre:48.9mm,Matière:Plastique,Forme:Pilote,Genre:Homme,Couleur:gris_606060
1614;Longueur des branches:145mm,Largeur d'un verre:60mm,Largeur du pont:14mm,Largeur totale:279mm,Hauteur d'un verre:48.4mm,Matière:Titane,Forme:Ronde,Genre:Homme,Couleur:gris_606060
1558;Longueur des branches:140mm,Largeur d'un verre:56mm,Largeur du pont:18mm,Largeur totale:270mm,Hauteur d'un verre:48.9mm,Matière:Plastique,Forme:Pantos,Genre:Femme,Couleur:Gris_606060
1622;Longueur des branches:135mm,Largeur d'un verre:57mm,Largeur du pont:16mm,Largeur totale:265mm,Hauteur d'un verre:52.6mm,Matière:Métal,Forme:Carré,Genre:Femme,Couleur:gris_606060
1566;Longueur des branches:140mm,Largeur d'un verre:59mm,Largeur du pont:13mm,Largeur totale:271mm,Hauteur d'un verre:51.4mm,Matière:Métal,Forme:Pilote,Genre:Homme,Couleur:gris_606060
1630;Longueur des branches:135mm,Largeur d'un verre:57.1mm,Largeur du pont:15mm,Largeur totale:264.2mm,Hauteur d'un verre:48.5mm,Matière:Plastique,Forme:Papillon,Genre:Femme,Couleur:marron_582900
1574;Longueur des branches:135mm,Largeur d'un verre:58mm,Largeur du pont:18mm,Largeur totale:269mm,Hauteur d'un verre:50.5mm,Matière:Métal,Forme:Papillon,Genre:Femme,Couleur:marron_582900
1638;Longueur des branches:135mm,Largeur d'un verre:58mm,Largeur du pont:18mm,Largeur totale:269mm,Hauteur d'un verre:50.5mm,Matière:Métal,Forme:Papillon,Genre:Femme,Couleur:gris_606060
1582;Longueur des branches:140mm,Largeur d'un verre:57mm,Largeur du pont:16mm,Largeur totale:270mm,Hauteur d'un verre:53.7mm,Matière:Plastique,Forme:Papillon,Genre:Femme,Couleur:gris_606060
1646;Longueur des branches:140mm,Largeur d'un verre:56mm,Largeur du pont:17mm,Largeur totale:269mm,Hauteur d'un verre:48.3mm,Matière:Métal,Forme:Pantos,Genre:Femme,Couleur:gris_606060
1590;Longueur des branches:140mm,Largeur d'un verre:56mm,Largeur du pont:17mm,Largeur totale:269mm,Hauteur d'un verre:48.3mm,Matière:Métal,Forme:Pantos,Genre:Femme,Couleur:bleu_0000FF
1710;Longueur des branches:140mm,Largeur d'un verre:57mm,Largeur du pont:17mm,Largeur totale:271mm,Hauteur d'un verre:46.6mm,Matière:Plastique,Forme:Carré,Genre:Femme,Couleur:Gris_606060
1474;Longueur des branches:140mm,Largeur d'un verre:53mm,Largeur du pont:20mm,Largeur totale:266mm,Hauteur d'un verre:48.5mm,Matière:Plastique,Forme:Papillon,Genre:Femme,Couleur:marron_582900
1538;Longueur des branches:135mm,Largeur d'un verre:57.1mm,Largeur du pont:15mm,Largeur totale:264.2mm,Hauteur d'un verre:48.5mm,Matière:Plastique,Forme:Papillon,Genre:Femme,Couleur:rose_FD6C9E
1718;Longueur des branches:140mm,Largeur d'un verre:55mm,Largeur du pont:17mm,Largeur totale:267mm,Hauteur d'un verre:49.6mm,Matière:Plastique,Forme:Carré,Genre:Femme,Couleur:marron_582900
1482;Longueur des branches:145mm,Largeur d'un verre:53mm,Largeur du pont:22mm,Largeur totale:273mm,Hauteur d'un verre:47.9mm,Matière:Plastique,Forme:Pantos,Genre:Femme,Couleur:gris_606060
1662;Longueur des branches:135mm,Largeur d'un verre:60mm,Largeur du pont:16mm,Largeur totale:271mm,Hauteur d'un verre:51.3mm,Matière:Métal,Forme:Pilote,Genre:Femme,Couleur:gris_606060
1726;Longueur des branches:145mm,Largeur d'un verre:57mm,Largeur du pont:16mm,Largeur totale:275mm,Hauteur d'un verre:50.6mm,Matière:Plastique,Forme:Carré,Genre:Femme,Couleur:Gris_606060
1490;Longueur des branches:145mm,Largeur d'un verre:53mm,Largeur du pont:20mm,Largeur totale:271mm,Hauteur d'un verre:49.6mm,Matière:Métal,Forme:Papillon,Genre:Femme,Couleur:gris_606060
1670;Longueur des branches:140mm,Largeur d'un verre:57mm,Largeur du pont:17mm,Largeur totale:271mm,Hauteur d'un verre:49.6mm,Matière:Plastique,Forme:Carré,Genre:Femme,Couleur:marron_582900
1434;Longueur des branches:140mm,Largeur d'un verre:55mm,Largeur du pont:19mm,Largeur totale:269mm,Hauteur d'un verre:48mm,Matière:Plastique,Forme:Papillon,Genre:Femme,Couleur:gris_606060
1734;Longueur des branches:145mm,Largeur d'un verre:60mm,Largeur du pont:15mm,Largeur totale:280mm,Hauteur d'un verre:49.4mm,Matière:Métal,Forme:Rectangle,Genre:Homme,Couleur:gris_606060
1498;Longueur des branches:140mm,Largeur d'un verre:58.5mm,Largeur du pont:15mm,Largeur totale:272mm,Hauteur d'un verre:50.2mm,Matière:Métal,Forme:Ronde,Genre:Femme,Couleur:gris_606060
1678;Longueur des branches:135mm,Largeur d'un verre:57mm,Largeur du pont:17mm,Largeur totale:266mm,Hauteur d'un verre:51.3mm,Matière:Métal,Forme:Papillon,Genre:Femme,Couleur:gris_606060
1442;Longueur des branches:145mm,Largeur d'un verre:50mm,Largeur du pont:22mm,Largeur totale:267mm,Hauteur d'un verre:49.2mm,Matière:Métal,Forme:Ronde,Genre:Homme,Couleur:gris_606060
1742;Longueur des branches:135mm,Largeur d'un verre:57mm,Largeur du pont:17mm,Largeur totale:266mm,Hauteur d'un verre:49.9mm,Matière:Métal,Forme:Papillon,Genre:Femme,Couleur:marron_582900
1506;Longueur des branches:140mm,Largeur d'un verre:57mm,Largeur du pont:17mm,Largeur totale:271mm,Hauteur d'un verre:49.6mm,Matière:Plastique,Forme:Carré,Genre:Femme,Couleur:violet_660099
1686;Longueur des branches:140mm,Largeur d'un verre:57mm,Largeur du pont:16mm,Largeur totale:270mm,Hauteur d'un verre:48.1mm,Matière:Métal,Forme:Ronde,Genre:Femme,Couleur:orange_ED7F10
1450;Longueur des branches:140mm,Largeur d'un verre:55mm,Largeur du pont:18mm,Largeur totale:268mm,Hauteur d'un verre:52.1mm,Matière:Plastique,Forme:Carré,Genre:Femme,Couleur:rose_FD6C9E
1750;Longueur des branches:140mm,Largeur d'un verre:57mm,Largeur du pont:18mm,Largeur totale:272mm,Hauteur d'un verre:51.2mm,Matière:Plastique,Forme:Papillon,Genre:Femme,Couleur:gris_606060
1514;Longueur des branches:140mm,Largeur d'un verre:55mm,Largeur du pont:19mm,Largeur totale:269mm,Hauteur d'un verre:47.3mm,Matière:Plastique,Forme:Carré,Genre:Homme,Couleur:gris_606060
1694;Longueur des branches:145mm,Largeur d'un verre:57mm,Largeur du pont:14mm,Largeur totale:273mm,Hauteur d'un verre:50.9mm,Matière:Titane,Forme:Pilote,Genre:Homme,Couleur:gris_606060
1458;Longueur des branches:125mm,Largeur d'un verre:57mm,Largeur du pont:17mm,Largeur totale:256mm,Hauteur d'un verre:47.2mm,Matière:Métal,Forme:Papillon,Genre:Femme,Couleur:gris_606060
1758;Longueur des branches:130mm,Largeur d'un verre:56mm,Largeur du pont:19mm,Largeur totale:261mm,Hauteur d'un verre:49.6mm,Matière:Plastique,Forme:Papillon,Genre:Femme,Couleur:gris_606060
1522;Longueur des branches:140mm,Largeur d'un verre:57mm,Largeur du pont:17mm,Largeur totale:271mm,Hauteur d'un verre:48.5mm,Matière:Métal,Forme:Ronde,Genre:Femme,Couleur:gris_606060
1702;Longueur des branches:140mm,Largeur d'un verre:62mm,Largeur du pont:16mm,Largeur totale:280mm,Hauteur d'un verre:57.7mm,Matière:Métal,Forme:Carré,Genre:Femme,Couleur:violet_660099
1466;Longueur des branches:140mm,Largeur d'un verre:55mm,Largeur du pont:17mm,Largeur totale:267mm,Hauteur d'un verre:46.8mm,Matière:Plastique,Forme:Ovale,Genre:Femme,Couleur:gris_606060
1593;Longueur des branches:145mm,Largeur d'un verre:55mm,Largeur du pont:19mm,Largeur totale:274mm,Hauteur d'un verre:45.2mm,Matière:Plastique,Forme:Rectangle,Genre:Homme,Couleur:gris_606060
1601;Longueur des branches:135mm,Largeur d'un verre:59mm,Largeur du pont:17mm,Largeur totale:270mm,Hauteur d'un verre:51.4mm,Matière:Métal,Forme:Ovale,Genre:Femme,Couleur:gris_606060
1545;Longueur des branches:140mm,Largeur d'un verre:62mm,Largeur du pont:16mm,Largeur totale:280mm,Hauteur d'un verre:51.9mm,Matière:Métal,Forme:Ronde,Genre:Femme,Couleur:gris_606060
1609;Longueur des branches:140mm,Largeur d'un verre:58mm,Largeur du pont:16mm,Largeur totale:272mm,Hauteur d'un verre:52.6mm,Matière:Métal,Forme:Ovale,Genre:Femme,Couleur:violet_660099
1553;Longueur des branches:145mm,Largeur d'un verre:53mm,Largeur du pont:19mm,Largeur totale:270mm,Hauteur d'un verre:46mm,Matière:Plastique,Forme:Ovale,Genre:Femme,Couleur:gris_606060
1617;Longueur des branches:135mm,Largeur d'un verre:60mm,Largeur du pont:16mm,Largeur totale:271mm,Hauteur d'un verre:51.2mm,Matière:Métal,Forme:Pilote,Genre:Femme,Couleur:violet_660099
1561;Longueur des branches:135mm,Largeur d'un verre:57mm,Largeur du pont:17mm,Largeur totale:266mm,Hauteur d'un verre:49.7mm,Matière:Plastique,Forme:Carré,Genre:Femme,Couleur:Gris_606060
1625;Longueur des branches:135mm,Largeur d'un verre:54.1mm,Largeur du pont:19mm,Largeur totale:262.2mm,Hauteur d'un verre:45.2mm,Matière:Plastique,Forme:Papillon,Genre:Femme,Couleur:marron_582900
1569;Longueur des branches:140mm,Largeur d'un verre:60mm,Largeur du pont:15mm,Largeur totale:275mm,Hauteur d'un verre:54mm,Matière:Métal,Forme:Pilote,Genre:Homme,Couleur:marron_582900
1633;Longueur des branches:145mm,Largeur d'un verre:60mm,Largeur du pont:14mm,Largeur totale:279mm,Hauteur d'un verre:47.4mm,Matière:Métal,Forme:Pilote,Genre:Homme,Couleur:gris_606060
1577;Longueur des branches:140mm,Largeur d'un verre:56mm,Largeur du pont:18mm,Largeur totale:270mm,Hauteur d'un verre:48.9mm,Matière:Plastique,Forme:Pantos,Genre:Femme,Couleur:gris_606060
1641;Longueur des branches:140mm,Largeur d'un verre:57mm,Largeur du pont:16mm,Largeur totale:270mm,Hauteur d'un verre:53.7mm,Matière:Plastique,Forme:Papillon,Genre:Femme,Couleur:gris_606060
1585;Longueur des branches:140mm,Largeur d'un verre:56mm,Largeur du pont:17mm,Largeur totale:269mm,Hauteur d'un verre:47.6mm,Matière:Plastique,Forme:Carré,Genre:Femme,Couleur:gris_606060
1649;Longueur des branches:140mm,Largeur d'un verre:57mm,Largeur du pont:16mm,Largeur totale:270mm,Hauteur d'un verre:47.4mm,Matière:Plastique,Forme:Carré,Genre:Femme,Couleur:violet_660099
1533;Longueur des branches:140mm,Largeur d'un verre:56mm,Largeur du pont:17mm,Largeur totale:269mm,Hauteur d'un verre:50.3mm,Matière:Plastique,Forme:Carré,Genre:Femme,Couleur:gris_606060
1713;Longueur des branches:140mm,Largeur d'un verre:56mm,Largeur du pont:17mm,Largeur totale:269mm,Hauteur d'un verre:50.3mm,Matière:Plastique,Forme:Carré,Genre:Femme,Couleur:gris_606060
