Id;Caracteristique
1477;Longueur des branches:145mm,Largeur d'un verre:55mm,Largeur du pont:19mm,Largeur totale:274mm,Hauteur d'un verre:47.1mm,Matière:Plastique,Forme:Pilote,Genre:Homme,Couleur:gris_606060
1657;Longueur des branches:145mm,Largeur d'un verre:55mm,Largeur du pont:19mm,Largeur totale:274mm,Hauteur d'un verre:47.1mm,Matière:Plastique,Forme:Pilote,Genre:Homme,Couleur:gris_606060
1541;Longueur des branches:140mm,Largeur d'un verre:58mm,Largeur du pont:18mm,Largeur totale:274mm,Hauteur d'un verre:47.3mm,Matière:Métal,Forme:Carré,Genre:Homme,Couleur:gris_606060
1721;Longueur des branches:140mm,Largeur d'un verre:58mm,Largeur du pont:18mm,Largeur totale:274mm,Hauteur d'un verre:47.3mm,Matière:Métal,Forme:Carré,Genre:Homme,Couleur:gris_606060
1485;Longueur des branches:140mm,Largeur d'un verre:57mm,Largeur du pont:17mm,Largeur totale:271mm,Hauteur d'un verre:52mm,Matière:Métal,Forme:Ronde,Genre:Femme,Couleur:rose_FD6C9E
1665;Longueur des branches:140mm,Largeur d'un verre:55mm,Largeur du pont:18mm,Largeur totale:268mm,Hauteur d'un verre:51mm,Matière:Métal,Forme:Ronde,Genre:Femme,Couleur:gris_606060
1429;Longueur des branches:145mm,Largeur d'un verre:53mm,Largeur du pont:20mm,Largeur totale:271mm,Hauteur d'un verre:49.6mm,Matière:Métal,Forme:Papillon,Genre:Femme,Couleur:bleu_0000FF
1729;Longueur des branches:140mm,Largeur d'un verre:52.2mm,Largeur du pont:21mm,Largeur totale:265.4mm,Hauteur d'un verre:47.3mm,Matière:Plastique,Forme:Ronde,Genre:Femme,Couleur:marron_582900
1493;Longueur des branches:140mm,Largeur d'un verre:57mm,Largeur du pont:17mm,Largeur totale:271mm,Hauteur d'un verre:49.6mm,Matière:Plastique,Forme:Carré,Genre:Femme,Couleur:violet_660099
1673;Longueur des branches:140mm,Largeur d'un verre:61mm,Largeur du pont:17mm,Largeur totale:279mm,Hauteur d'un verre:56.3mm,Matière:Métal,Forme:Ronde,Genre:Femme,Couleur:rose_FD6C9E
1437;Longueur des branches:140mm,Largeur d'un verre:57mm,Largeur du pont:17mm,Largeur totale:271mm,Hauteur d'un verre:49.6mm,Matière:Plastique,Forme:Carré,Genre:Femme,Couleur:gris_606060
1737;Longueur des branches:145mm,Largeur d'un verre:60mm,Largeur du pont:14mm,Largeur totale:279mm,Hauteur d'un verre:53.1mm,Matière:Métal,Forme:Pilote,Genre:Homme,Couleur:gris_606060
1501;Longueur des branches:145mm,Largeur d'un verre:60mm,Largeur du pont:14mm,Largeur totale:279mm,Hauteur d'un verre:53.1mm,Matière:Métal,Forme:Pilote,Genre:Homme,Couleur:marron_582900
1681;Longueur des branches:140mm,Largeur d'un verre:57mm,Largeur du pont:16mm,Largeur totale:270mm,Hauteur d'un verre:48.1mm,Matière:Métal,Forme:Ronde,Genre:Femme,Couleur:gris_606060
1445;Longueur des branches:140mm,Largeur d'un verre:55mm,Largeur du pont:18mm,Largeur totale:268mm,Hauteur d'un verre:52.1mm,Matière:Plastique,Forme:Carré,Genre:Femme,Couleur:marron_582900
1745;Longueur des branches:140mm,Largeur d'un verre:55mm,Largeur du pont:18mm,Largeur totale:268mm,Hauteur d'un verre:52.1mm,Matière:Plastique,Forme:Carré,Genre:Femme,Couleur:gris_606060
1509;Longueur des branches:140mm,Largeur d'un verre:57mm,Largeur du pont:18mm,Largeur totale:272mm,Hauteur d'un verre:51.2mm,Matière:Plastique,Forme:Papillon,Genre:Femme,Couleur:rose_FD6C9E
1689;Longueur des branches:140mm,Largeur d'un verre:55mm,Largeur du pont:19mm,Largeur totale:269mm,Hauteur d'un verre:47.3mm,Matière:Plastique,Forme:Carré,Genre:Homme,Couleur:gris_606060
1453;Longueur des branches:140mm,Largeur d'un verre:53mm,Largeur du pont:22mm,Largeur totale:268mm,Hauteur d'un verre:51.8mm,Matière:Plastique,Forme:Carré,Genre:Femme,Couleur:gris_606060
1753;Longueur des branches:140mm,Largeur d'un verre:55mm,Largeur du pont:18mm,Largeur totale:268mm,Hauteur d'un verre:49.3mm,Matière:Plastique,Forme:Pantos,Genre:Femme,Couleur:marron_582900
1517;Longueur des branches:140mm,Largeur d'un verre:57mm,Largeur du pont:17mm,Largeur totale:271mm,Hauteur d'un verre:48.5mm,Matière:Métal,Forme:Ronde,Genre:Femme,Couleur:gris_606060
1697;Longueur des branches:140mm,Largeur d'un verre:59mm,Largeur du pont:17mm,Largeur totale:275mm,Hauteur d'un verre:53.5mm,Matière:Métal,Forme:Ronde,Genre:Femme,Couleur:rose_FD6C9E
1461;Longueur des branches:140mm,Largeur d'un verre:59mm,Largeur du pont:17mm,Largeur totale:275mm,Hauteur d'un verre:53.5mm,Matière:Métal,Forme:Ronde,Genre:Femme,Couleur:marron_582900
1761;Longueur des branches:140mm,Largeur d'un verre:59mm,Largeur du pont:17mm,Largeur totale:275mm,Hauteur d'un verre:53.5mm,Matière:Métal,Forme:Ronde,Genre:Femme,Couleur:rose_FD6C9E
1525;Longueur des branches:140mm,Largeur d'un verre:55mm,Largeur du pont:18mm,Largeur totale:268mm,Hauteur d'un verre:50.5mm,Matière:Plastique,Forme:Ronde,Genre:Femme,Couleur:gris_606060
1705;Longueur des branches:140mm,Largeur d'un verre:55mm,Largeur du pont:18mm,Largeur totale:268mm,Hauteur d'un verre:50.5mm,Matière:Plastique,Forme:Ronde,Genre:Femme,Couleur:marron_582900
1469;Longueur des branches:140mm,Largeur d'un verre:62mm,Largeur du pont:16mm,Largeur totale:280mm,Hauteur d'un verre:57.7mm,Matière:Métal,Forme:Carré,Genre:Femme,Couleur:rose_FD6C9E
1652;Longueur des branches:145mm,Largeur d'un verre:53mm,Largeur du pont:20mm,Largeur totale:271mm,Hauteur d'un verre:46mm,Matière:Plastique,Forme:Ronde,Genre:Femme,Couleur:marron_582900
1596;Longueur des branches:140mm,Largeur d'un verre:62mm,Largeur du pont:12mm,Largeur totale:276mm,Hauteur d'un verre:52.2mm,Matière:Métal,Forme:Ronde,Genre:Femme,Couleur:gris_606060
1604;Longueur des branches:140mm,Largeur d'un verre:62mm,Largeur du pont:12mm,Largeur totale:276mm,Hauteur d'un verre:52.2mm,Matière:Métal,Forme:Ronde,Genre:Femme,Couleur:jaune_FFFF00
1548;Longueur des branches:140mm,Largeur d'un verre:62mm,Largeur du pont:16mm,Largeur totale:280mm,Hauteur d'un verre:51.9mm,Matière:Métal,Forme:Ronde,Genre:Femme,Couleur:gris_606060
1612;Longueur des branches:140mm,Largeur d'un verre:58mm,Largeur du pont:16mm,Largeur totale:272mm,Hauteur d'un verre:52.6mm,Matière:Métal,Forme:Ovale,Genre:Femme,Couleur:marron_582900
1556;Longueur des branches:145mm,Largeur d'un verre:53mm,Largeur du pont:19mm,Largeur totale:270mm,Hauteur d'un verre:46mm,Matière:Plastique,Forme:Ovale,Genre:Femme,Couleur:marron_582900
1620;Longueur des branches:140mm,Largeur d'un verre:56mm,Largeur du pont:17mm,Largeur totale:269mm,Hauteur d'un verre:44.3mm,Matière:Plastique,Forme:Papillon,Genre:Femme,Couleur:gris_606060
1564;Longueur des branches:135mm,Largeur d'un verre:56mm,Largeur du pont:18mm,Largeur totale:265mm,Hauteur d'un verre:46.8mm,Matière:Plastique,Forme:Carré,Genre:Femme,Couleur:violet_660099
1628;Longueur des branches:140mm,Largeur d'un verre:58mm,Largeur du pont:17mm,Largeur totale:273mm,Hauteur d'un verre:43.6mm,Matière:Métal,Forme:Rectangle,Genre:Homme,Couleur:marron_582900
1572;Longueur des branches:145mm,Largeur d'un verre:61.6mm,Largeur du pont:15mm,Largeur totale:283.2mm,Hauteur d'un verre:53.1mm,Matière:Titane,Forme:Pilote,Genre:Homme,Couleur:marron_582900
1636;Longueur des branches:140mm,Largeur d'un verre:57mm,Largeur du pont:19mm,Largeur totale:273mm,Hauteur d'un verre:46.8mm,Matière:Plastique,Forme:Carré,Genre:Femme,Couleur:Gris_606060
1580;Longueur des branches:140mm,Largeur d'un verre:59mm,Largeur du pont:13mm,Largeur totale:271mm,Hauteur d'un verre:47.6mm,Matière:Métal,Forme:Pilote,Genre:Homme,Couleur:bleu_0000FF
1644;Longueur des branches:135mm,Largeur d'un verre:56mm,Largeur du pont:17mm,Largeur totale:264mm,Hauteur d'un verre:50.4mm,Matière:Plastique,Forme:Carré,Genre:Femme,Couleur:Gris_606060
1588;Longueur des branches:145mm,Largeur d'un verre:57mm,Largeur du pont:18mm,Largeur totale:277mm,Hauteur d'un verre:42.4mm,Matière:Plastique,Forme:Carré,Genre:Homme,Couleur:marron_582900
1472;Longueur des branches:140mm,Largeur d'un verre:55mm,Largeur du pont:17mm,Largeur totale:267mm,Hauteur d'un verre:49.6mm,Matière:Plastique,Forme:Carré,Genre:Femme,Couleur:gris_606060
1536;Longueur des branches:145mm,Largeur d'un verre:53mm,Largeur du pont:22mm,Largeur totale:273mm,Hauteur d'un verre:47.9mm,Matière:Plastique,Forme:Pantos,Genre:Femme,Couleur:marron_582900
1716;Longueur des branches:145mm,Largeur d'un verre:55mm,Largeur du pont:19mm,Largeur totale:274mm,Hauteur d'un verre:50.1mm,Matière:Plastique,Forme:Pantos,Genre:Femme,Couleur:gris_606060
1480;Longueur des branches:145mm,Largeur d'un verre:55mm,Largeur du pont:19mm,Largeur totale:274mm,Hauteur d'un verre:50.1mm,Matière:Plastique,Forme:Pantos,Genre:Femme,Couleur:Gris_606060
1660;Longueur des branches:145mm,Largeur d'un verre:55mm,Largeur du pont:19mm,Largeur totale:274mm,Hauteur d'un verre:47.1mm,Matière:Plastique,Forme:Pilote,Genre:Homme,Couleur:bleu_0000FF
1724;Longueur des branches:145mm,Largeur d'un verre:71mm,Largeur du pont:21mm,Largeur totale:308mm,Hauteur d'un verre:47mm,Matière:Plastique,Forme:Pantos,Genre:Homme,Couleur:marron_582900
1488;Longueur des branches:140mm,Largeur d'un verre:55mm,Largeur du pont:18mm,Largeur totale:268mm,Hauteur d'un verre:51.7mm,Matière:Métal,Forme:Ronde,Genre:Femme,Couleur:bleu_0000FF
1668;Longueur des branches:150mm,Largeur d'un verre:54mm,Largeur du pont:20mm,Largeur totale:278mm,Hauteur d'un verre:53.9mm,Matière:Métal,Forme:Ronde,Genre:Femme,Couleur:bleu_0000FF
1432;Longueur des branches:135mm,Largeur d'un verre:55mm,Largeur du pont:18mm,Largeur totale:263mm,Hauteur d'un verre:46.6mm,Matière:Plastique,Forme:Rectangle,Genre:Femme,Couleur:marron_582900
1732;Longueur des branches:140mm,Largeur d'un verre:55mm,Largeur du pont:18mm,Largeur totale:268mm,Hauteur d'un verre:51mm,Matière:Métal,Forme:Ronde,Genre:Femme,Couleur:gris_606060
1496;Longueur des branches:140mm,Largeur d'un verre:55mm,Largeur du pont:18mm,Largeur totale:268mm,Hauteur d'un verre:51mm,Matière:Métal,Forme:Ronde,Genre:Femme,Couleur:orange_ED7F10
1676;Longueur des branches:140mm,Largeur d'un verre:58.5mm,Largeur du pont:15mm,Largeur totale:272mm,Hauteur d'un verre:50.2mm,Matière:Métal,Forme:Ronde,Genre:Femme,Couleur:gris_606060
1440;Longueur des branches:140mm,Largeur d'un verre:61mm,Largeur du pont:17mm,Largeur totale:279mm,Hauteur d'un verre:56.3mm,Matière:Métal,Forme:Ronde,Genre:Femme,Couleur:gris_606060
1740;Longueur des branches:135mm,Largeur d'un verre:57mm,Largeur du pont:17mm,Largeur totale:266mm,Hauteur d'un verre:51.3mm,Matière:Métal,Forme:Papillon,Genre:Femme,Couleur:gris_606060
1504;Longueur des branches:135mm,Largeur d'un verre:57mm,Largeur du pont:17mm,Largeur totale:266mm,Hauteur d'un verre:49.9mm,Matière:Métal,Forme:Papillon,Genre:Femme,Couleur:marron_582900
1684;Longueur des branches:140mm,Largeur d'un verre:55mm,Largeur du pont:18mm,Largeur totale:268mm,Hauteur d'un verre:52.1mm,Matière:Plastique,Forme:Carré,Genre:Femme,Couleur:marron_582900
1448;Longueur des branches:135mm,Largeur d'un verre:60.8mm,Largeur du pont:15mm,Largeur totale:271.6mm,Hauteur d'un verre:55.1mm,Matière:Métal,Forme:Ovale,Genre:Femme,Couleur:gris_606060
1748;Longueur des branches:140mm,Largeur d'un verre:61mm,Largeur du pont:14mm,Largeur totale:276mm,Hauteur d'un verre:51.6mm,Matière:Métal,Forme:Pilote,Genre:Femme,Couleur:gris_606060
1512;Longueur des branches:140mm,Largeur d'un verre:61mm,Largeur du pont:14mm,Largeur totale:276mm,Hauteur d'un verre:51.6mm,Matière:Métal,Forme:Pilote,Genre:Femme,Couleur:orange_ED7F10
1692;Longueur des branches:140mm,Largeur d'un verre:55mm,Largeur du pont:19mm,Largeur totale:269mm,Hauteur d'un verre:47.3mm,Matière:Plastique,Forme:Carré,Genre:Homme,Couleur:marron_582900
1456;Longueur des branches:140mm,Largeur d'un verre:55mm,Largeur du pont:18mm,Largeur totale:268mm,Hauteur d'un verre:49.3mm,Matière:Plastique,Forme:Pantos,Genre:Femme,Couleur:gris_606060
1756;Longueur des branches:140mm,Largeur d'un verre:55mm,Largeur du pont:18mm,Largeur totale:268mm,Hauteur d'un verre:49.3mm,Matière:Plastique,Forme:Pantos,Genre:Femme,Couleur:marron_582900
1520;Longueur des branches:145mm,Largeur d'un verre:57mm,Largeur du pont:14mm,Largeur totale:273mm,Hauteur d'un verre:50.9mm,Matière:Titane,Forme:Pilote,Genre:Homme,Couleur:gris_606060
1700;Longueur des branches:140mm,Largeur d'un verre:55mm,Largeur du pont:18mm,Largeur totale:268mm,Hauteur d'un verre:50.5mm,Matière:Plastique,Forme:Ronde,Genre:Femme,Couleur:marron_582900
1464;Longueur des branches:140mm,Largeur d'un verre:53mm,Largeur du pont:19mm,Largeur totale:265mm,Hauteur d'un verre:44.1mm,Matière:Plastique,Forme:Ronde,Genre:Femme,Couleur:gris_606060
1708;Longueur des branches:140mm,Largeur d'un verre:55mm,Largeur du pont:18mm,Largeur totale:268mm,Hauteur d'un verre:50.5mm,Matière:Plastique,Forme:Ronde,Genre:Femme,Couleur:marron_582900
1655;Longueur des branches:145mm,Largeur d'un verre:55mm,Largeur du pont:19mm,Largeur totale:274mm,Hauteur d'un verre:45.2mm,Matière:Plastique,Forme:Rectangle,Genre:Homme,Couleur:gris_606060
1599;Longueur des branches:145mm,Largeur d'un verre:55mm,Largeur du pont:19mm,Largeur totale:274mm,Hauteur d'un verre:48.9mm,Matière:Métal,Forme:Pilote,Genre:Homme,Couleur:marron_582900
1543;Longueur des branches:140mm,Largeur d'un verre:62mm,Largeur du pont:16mm,Largeur totale:280mm,Hauteur d'un verre:51.9mm,Matière:Métal,Forme:Ronde,Genre:Femme,Couleur:bleu_0000FF
1607;Longueur des branches:135mm,Largeur d'un verre:60mm,Largeur du pont:16mm,Largeur totale:271mm,Hauteur d'un verre:51.2mm,Matière:Métal,Forme:Pilote,Genre:Femme,Couleur:marron_582900
1551;Longueur des branches:135mm,Largeur d'un verre:54.8mm,Largeur du pont:20mm,Largeur totale:264.6mm,Hauteur d'un verre:51.7mm,Matière:Plastique,Forme:Ronde,Genre:Femme,Couleur:Gris_606060
1615;Longueur des branches:135mm,Largeur d'un verre:59mm,Largeur du pont:17mm,Largeur totale:270mm,Hauteur d'un verre:51.8mm,Matière:Métal,Forme:Carré,Genre:Femme,Couleur:gris_606060
1559;Longueur des branches:135mm,Largeur d'un verre:56mm,Largeur du pont:17mm,Largeur totale:264mm,Hauteur d'un verre:50.4mm,Matière:Plastique,Forme:Carré,Genre:Femme,Couleur:marron_582900
1623;Longueur des branches:140mm,Largeur d'un verre:56mm,Largeur du pont:17mm,Largeur totale:269mm,Hauteur d'un verre:44.9mm,Matière:Plastique,Forme:Papillon,Genre:Femme,Couleur:gris_606060
1567;Longueur des branches:135mm,Largeur d'un verre:57mm,Largeur du pont:17mm,Largeur totale:266mm,Hauteur d'un verre:47.4mm,Matière:Plastique,Forme:Papillon,Genre:Femme,Couleur:marron_582900
1631;Longueur des branches:135mm,Largeur d'un verre:58mm,Largeur du pont:18mm,Largeur totale:269mm,Hauteur d'un verre:50.5mm,Matière:Métal,Forme:Papillon,Genre:Femme,Couleur:rose_FD6C9E
1575;Longueur des branches:140mm,Largeur d'un verre:56mm,Largeur du pont:16mm,Largeur totale:268mm,Hauteur d'un verre:49.6mm,Matière:Plastique,Forme:Papillon,Genre:Femme,Couleur:marron_582900
1639;Longueur des branches:140mm,Largeur d'un verre:57mm,Largeur du pont:17mm,Largeur totale:271mm,Hauteur d'un verre:45.5mm,Matière:Plastique,Forme:Rectangle,Genre:Homme,Couleur:marron_582900
1583;Longueur des branches:145mm,Largeur d'un verre:57mm,Largeur du pont:18mm,Largeur totale:277mm,Hauteur d'un verre:42.4mm,Matière:Plastique,Forme:Carré,Genre:Homme,Couleur:gris_606060
1647;Longueur des branches:140mm,Largeur d'un verre:56mm,Largeur du pont:17mm,Largeur totale:269mm,Hauteur d'un verre:50.3mm,Matière:Plastique,Forme:Carré,Genre:Femme,Couleur:marron_582900
1591;Longueur des branches:140mm,Largeur d'un verre:55mm,Largeur du pont:17mm,Largeur totale:267mm,Hauteur d'un verre:49.6mm,Matière:Plastique,Forme:Carré,Genre:Femme,Couleur:marron_582900
1711;Longueur des branches:140mm,Largeur d'un verre:57mm,Largeur du pont:17mm,Largeur totale:271mm,Hauteur d'un verre:50.1mm,Matière:Plastique,Forme:Carré,Genre:Femme,Couleur:Gris_606060
1475;Longueur des branches:140mm,Largeur d'un verre:57mm,Largeur du pont:17mm,Largeur totale:271mm,Hauteur d'un verre:50.1mm,Matière:Plastique,Forme:Carré,Genre:Femme,Couleur:rose_FD6C9E
1539;Longueur des branches:145mm,Largeur d'un verre:55mm,Largeur du pont:19mm,Largeur totale:274mm,Hauteur d'un verre:47.1mm,Matière:Plastique,Forme:Pilote,Genre:Homme,Couleur:marron_582900
1719;Longueur des branches:140mm,Largeur d'un verre:55mm,Largeur du pont:18mm,Largeur totale:268mm,Hauteur d'un verre:51.7mm,Matière:Métal,Forme:Ronde,Genre:Femme,Couleur:gris_606060
1483;Longueur des branches:140mm,Largeur d'un verre:55mm,Largeur du pont:18mm,Largeur totale:268mm,Hauteur d'un verre:51.7mm,Matière:Métal,Forme:Ronde,Genre:Femme,Couleur:marron_582900
1663;Longueur des branches:140mm,Largeur d'un verre:58mm,Largeur du pont:18mm,Largeur totale:274mm,Hauteur d'un verre:47.3mm,Matière:Métal,Forme:Carré,Genre:Homme,Couleur:marron_582900
1727;Longueur des branches:140mm,Largeur d'un verre:57mm,Largeur du pont:17mm,Largeur totale:271mm,Hauteur d'un verre:52mm,Matière:Métal,Forme:Ronde,Genre:Femme,Couleur:gris_606060
1491;Longueur des branches:140mm,Largeur d'un verre:57mm,Largeur du pont:17mm,Largeur totale:271mm,Hauteur d'un verre:52mm,Matière:Métal,Forme:Ronde,Genre:Femme,Couleur:gris_606060
1671;Longueur des branches:150mm,Largeur d'un verre:54mm,Largeur du pont:20mm,Largeur totale:278mm,Hauteur d'un verre:53.9mm,Matière:Métal,Forme:Ronde,Genre:Femme,Couleur:gris_606060
1435;Longueur des branches:150mm,Largeur d'un verre:54mm,Largeur du pont:20mm,Largeur totale:278mm,Hauteur d'un verre:53.9mm,Matière:Métal,Forme:Ronde,Genre:Femme,Couleur:gris_606060
1735;Longueur des branches:145mm,Largeur d'un verre:57mm,Largeur du pont:16mm,Largeur totale:275mm,Hauteur d'un verre:50.6mm,Matière:Plastique,Forme:Carré,Genre:Femme,Couleur:Gris_606060
1499;Longueur des branches:145mm,Largeur d'un verre:57mm,Largeur du pont:16mm,Largeur totale:275mm,Hauteur d'un verre:50.6mm,Matière:Plastique,Forme:Carré,Genre:Femme,Couleur:gris_606060
1679;Longueur des branches:135mm,Largeur d'un verre:55mm,Largeur du pont:18mm,Largeur totale:263mm,Hauteur d'un verre:46.6mm,Matière:Plastique,Forme:Rectangle,Genre:Femme,Couleur:rose_FD6C9E
1443;Longueur des branches:140mm,Largeur d'un verre:52.2mm,Largeur du pont:21mm,Largeur totale:265.4mm,Hauteur d'un verre:47.3mm,Matière:Plastique,Forme:Ronde,Genre:Femme,Couleur:gris_606060
1743;Longueur des branches:140mm,,Largeur du pont:137mm,Largeur totale:277mm,Hauteur d'un verre:mm,Matière:Métal,Forme:Ronde,Genre:Femme,Couleur:gris_606060
1507;Longueur des branches:145mm,Largeur d'un verre:60mm,Largeur du pont:15mm,Largeur totale:280mm,Hauteur d'un verre:49.4mm,Matière:Métal,Forme:Rectangle,Genre:Homme,Couleur:marron_582900
1687;Longueur des branches:145mm,Largeur d'un verre:56mm,Largeur du pont:19mm,Largeur totale:276mm,Hauteur d'un verre:46.1mm,Matière:Métal,Forme:Rectangle,Genre:Homme,Couleur:bleu_0000FF
1451;Longueur des branches:145mm,Largeur d'un verre:56mm,Largeur du pont:19mm,Largeur totale:276mm,Hauteur d'un verre:46.1mm,Matière:Métal,Forme:Rectangle,Genre:Homme,Couleur:gris_606060
1751;Longueur des branches:145mm,Largeur d'un verre:56mm,Largeur du pont:19mm,Largeur totale:276mm,Hauteur d'un verre:46.1mm,Matière:Métal,Forme:Rectangle,Genre:Homme,Couleur:marron_582900
1515;Longueur des branches:135mm,Largeur d'un verre:57mm,Largeur du pont:17mm,Largeur totale:266mm,Hauteur d'un verre:49.9mm,Matière:Métal,Forme:Papillon,Genre:Femme,Couleur:marron_582900
1695;Longueur des branches:140mm,Largeur d'un verre:54mm,Largeur du pont:20mm,Largeur totale:268mm,Hauteur d'un verre:45.8mm,Matière:Plastique,Forme:Papillon,Genre:Femme,Couleur:violet_660099
1759;Longueur des branches:140mm,Largeur d'un verre:57mm,Largeur du pont:17mm,Largeur totale:271mm,Hauteur d'un verre:49.6mm,Matière:Plastique,Forme:Carré,Genre:Femme,Couleur:Gris_606060
1523;Longueur des branches:140mm,Largeur d'un verre:57mm,Largeur du pont:17mm,Largeur totale:271mm,Hauteur d'un verre:48.5mm,Matière:Métal,Forme:Ronde,Genre:Femme,Couleur:orange_ED7F10
1703;Longueur des branches:140mm,Largeur d'un verre:54mm,Largeur du pont:20mm,Largeur totale:268mm,Hauteur d'un verre:45mm,Matière:Métal,Forme:Papillon,Genre:Femme,Couleur:gris_606060
1467;Longueur des branches:140mm,Largeur d'un verre:54mm,Largeur du pont:20mm,Largeur totale:268mm,Hauteur d'un verre:45mm,Matière:Métal,Forme:Papillon,Genre:Femme,Couleur:violet_660099
1529;Longueur des branches:140mm,Largeur d'un verre:54mm,Largeur du pont:20mm,Largeur totale:268mm,Hauteur d'un verre:45mm,Matière:Métal,Forme:Papillon,Genre:Femme,Couleur:orange_ED7F10
1530;Longueur des branches:145mm,Largeur d'un verre:54mm,Largeur du pont:18mm,Largeur totale:271mm,Hauteur d'un verre:49mm,Matière:Plastique,Forme:Papillon,Genre:Femme,Couleur:rose_FD6C9E
1528;Longueur des branches:140mm,Largeur d'un verre:55mm,Largeur du pont:17mm,Largeur totale:267mm,Hauteur d'un verre:46.8mm,Matière:Plastique,Forme:Ovale,Genre:Femme,Couleur:gris_606060
1531;Longueur des branches:140mm,Largeur d'un verre:56mm,Largeur du pont:20mm,Largeur totale:272mm,Hauteur d'un verre:51.4mm,Matière:Plastique,Forme:Carré,Genre:Femme,Couleur:gris_606060
1459;Longueur des branches:135mm,Largeur d'un verre:59mm,Largeur du pont:17mm,Largeur totale:270mm,Hauteur d'un verre:51.4mm,Matière:Métal,Forme:Ovale,Genre:Femme,Couleur:gris_606060